"Protein Group","Top","Accession","-10LgP","Coverage(%)","Coverage(%) DDA_300Smeg_D_2","Coverage(%) DDA_300Smeg_D_1","Coverage(%) DDA_300Smeg_D_3","#Peptides","Area DDA_300Smeg_D_2","Area DDA_300Smeg_D_1","Area DDA_300Smeg_D_3","#Unique","#Spec DDA_300Smeg_D_2","#Spec DDA_300Smeg_D_1","#Spec DDA_300Smeg_D_3","PTM","Average Mass","Description"
2131,true,"I7FSY2|I7FSY2_MYCS2",129.65518,12.68,7.98,12.68,7.98,2,1530.0392,1589.8778,257.4508,2,1.0,3.0,1.0,"Oxidation (M)",23584.188,"TetR-family transcriptional regulator OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_5523 PE=4 SV=1"
2072,true,"L0J7B0|L0J7B0_9MYCO",176.87402,8.79,8.79,5.46,8.79,3,156.33621,,224.29526,1,7.0,6.0,6.0,"Oxidation (M); Carbamidomethylation",44576.668,"Aspartokinase OS=Mycobacterium sp. JS623 OX=212767 GN=Mycsm_06037 PE=3 SV=1"
100,true,"A0A653FDC2|A0A653FDC2_MYCSM",541.3606,52.38,52.38,52.38,45.31,32,468803.22,473595.78,520973.47,32,133.0,154.0,129.0,"Oxidation (M); Carbamidomethylation",69051.07,"2-oxoglutarate oxidoreductase subunit KorA OS=Mycolicibacterium smegmatis OX=1772 GN=korA PE=4 SV=1"
1170,true,"A0A2U9Q075|A0A2U9Q075_MYCSE",284.21677,68.10,43.10,66.38,43.10,7,2466.264,2489.109,4718.5723,7,10.0,9.0,8.0,"",12403.0625,"Glyoxalase family protein OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_065100 PE=4 SV=1"
278,false,"A0A2U9PTH1|A0A2U9PTH1_MYCSE",445.33676,87.44,87.44,87.44,77.58,19,257297.16,245688.48,264292.47,19,68.0,62.0,63.0,"",23422.146,"Short chain dehydrogenase OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_036240 PE=4 SV=1"
1605,true,"I7G0L5|I7G0L5_MYCS2",175.77539,61.00,26.00,61.00,59.00,4,3736.5999,5543.499,471.9209,3,5.0,4.0,4.0,"",10953.963,"dUTPase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_2694 PE=4 SV=1"
897,false,"L0J5C7|L0J5C7_9MYCO",137.52489,2.66,2.66,2.66,2.49,2,131.96545,,149.95963,2,2.0,2.0,1.0,"",60616.74,"SSS sodium solute transporter OS=Mycobacterium sp. JS623 OX=212767 GN=Mycsm_06347 PE=3 SV=1"
2156,true,"A0R6R6|A0R6R6_MYCS2",156.71011,6.35,6.35,3.17,6.35,2,339.3863,255.20741,6589.306,2,4.0,1.0,3.0,"",55111.164,"2-methylcitrate dehydratase 2 OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_6645 PE=3 SV=1"
1071,true,"I7FS91|I7FS91_MYCS2",249.45766,31.33,19.62,27.53,24.68,7,5752.4775,6731.942,7641.2207,7,7.0,13.0,16.0,"Oxidation (M); Carbamidomethylation",33123.707,"Ppx/GppA phosphatase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_5265 PE=4 SV=1"
272,false,"A0QR33|GSA_MYCS2",502.8477,53.66,49.45,52.11,45.23,16,56973.883,43476.973,46982.793,15,45.0,47.0,41.0,"Oxidation (M); Carbamidomethylation",46771.99,"Glutamate-1-semialdehyde 2,1-aminomutase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=hemL PE=3 SV=1"
979,true,"A0A8B4QK38|A0A8B4QK38_MYCSM",268.34338,38.66,38.66,38.66,35.29,8,10320.432,9837.808,5227.826,8,18.0,14.0,12.0,"",25529.293,"Pirin-like protein OS=Mycolicibacterium smegmatis OX=1772 GN=yhhW_1 PE=3 SV=1"
1841,true,"I7FJ10|I7FJ10_MYCS2",173.84088,26.17,26.17,18.79,10.74,3,2155.824,2068.5107,1111.3257,3,4.0,3.0,3.0,"",16660.145,"Deazaflavin-dependent nitroreductase family protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_4901 PE=3 SV=1"
668,true,"A0QZB5|A0QZB5_MYCS2",260.45807,25.35,21.70,20.31,19.10,11,10573.786,9055.387,13005.236,11,18.0,17.0,19.0,"Oxidation (M); Carbamidomethylation",62005.04,"Pyruvate dehydrogenase [ubiquinone] OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=poxB PE=3 SV=1"
2786,true,"A0QPZ9|A0QPZ9_MYCS2",25.994835,0.83,0.00,0.00,0.83,1,,,213.40776,1,,,1.0,"",104331.414,"MmpL4 protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_0576 PE=4 SV=1"
429,false,"L0J6Y5|L0J6Y5_9MYCO",114.91826,4.76,4.76,0.00,2.01,2,,,,2,3.0,,1.0,"",45790.04,"UDP-galactopyranose mutase OS=Mycobacterium sp. JS623 OX=212767 GN=Mycsm_06198 PE=3 SV=1"
86,true,"A0QWW2|G3P_MYCS2",616.36017,77.94,75.29,76.47,76.76,31,1571860.6,1715879.5,1592688.0,31,206.0,218.0,198.0,"Oxidation (M)",35947.9,"Glyceraldehyde-3-phosphate dehydrogenase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=gapA PE=1 SV=1"
874,true,"A0A8B4QM49|A0A8B4QM49_MYCSM",400.9937,56.00,56.00,56.00,56.00,9,22936.84,23556.93,21903.86,9,22.0,23.0,18.0,"",22118.756,"Uncharacterized protein conserved in bacteria OS=Mycolicibacterium smegmatis OX=1772 GN=NCTC7017_02655 PE=4 SV=1"
1855,true,"O05765|O05765_MYCSM",141.09166,4.98,2.16,2.16,4.98,3,441.9591,808.1878,1108.3561,3,5.0,1.0,6.0,"",64557.688,"Galactan 5-O-arabinofuranosyltransferase OS=Mycolicibacterium smegmatis OX=1772 PE=3 SV=1"
1093,false,"A0QZ37|A0QZ37_MYCS2",350.0373,18.82,18.82,18.82,18.82,6,53678.48,61360.617,55096.207,6,35.0,22.0,22.0,"Carbamidomethylation",30660.414,"DUF4333 domain-containing protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_3884 PE=4 SV=1"
508,false,"A0A2U9PHW1|A0A2U9PHW1_MYCSE",277.1698,29.64,26.35,20.66,20.96,8,8855.697,1254.7018,4075.3218,8,12.0,11.0,7.0,"Carbamidomethylation",37638.816,"Aminoglycoside phosphotransferase OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_002940 PE=4 SV=1"
2425,true,"A0A2U9Q060|A0A2U9Q060_MYCSE",96.573715,10.34,10.34,10.34,10.34,2,1640.833,1991.5248,2374.4834,2,4.0,2.0,5.0,"",22508.883,"Transcriptional regulator, TetR family protein OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_065090 PE=4 SV=1"
97,true,"A0A2U9PX34|A0A2U9PX34_MYCSE",488.9404,67.84,58.71,67.84,60.79,30,261570.8,236962.58,262216.62,30,109.0,101.0,98.0,"Oxidation (M); Carbamidomethylation",50794.82,"[NADP+] succinate-semialdehyde dehydrogenase OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_054230 PE=3 SV=1"
270,false,"L0IMM9|L0IMM9_9MYCO",211.50267,12.91,12.91,12.91,12.91,3,18757.424,18667.361,17856.023,3,10.0,11.0,10.0,"Carbamidomethylation; Oxidation (M)",36789.16,"Oligopeptide/dipeptide ABC transporter, ATP-binding protein OS=Mycobacterium sp. JS623 OX=212767 GN=Mycsm_00295 PE=4 SV=1"
2234,true,"A0QTW7|A0QTW7_MYCS2",146.75754,8.85,4.69,4.69,8.85,2,,,,1,1.0,1.0,4.0,"Oxidation (M)",41982.035,"Isovaleryl-CoA dehydrogenase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_1991 PE=1 SV=1"
259,false,"L0IYK9|L0IYK9_9MYCO",230.23035,9.85,6.01,6.27,4.22,7,2480.6934,3537.1692,1840.3296,7,5.0,4.0,4.0,"",86511.79,"(P)ppGpp synthetase, RelA/SpoT family OS=Mycobacterium sp. JS623 OX=212767 GN=Mycsm_02733 PE=3 SV=1"
102,false,"L0J109|L0J109_9MYCO",356.91824,18.85,18.85,18.49,18.85,12,78609.266,85950.71,90573.04,12,34.0,33.0,34.0,"Oxidation (M)",62181.5,"Energy-dependent translational throttle protein EttA OS=Mycobacterium sp. JS623 OX=212767 GN=ettA PE=3 SV=1"
318,true,"A0QRY7|A0QRY7_MYCS2",386.6882,34.21,27.72,31.34,27.72,18,78069.74,56690.742,61824.605,18,39.0,38.0,35.0,"Oxidation (M); Carbamidomethylation",88001.31,"Tetratricopeptide repeat family protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_1285 PE=4 SV=1"
731,false,"L0IWA5|L0IWA5_9MYCO",145.48677,14.62,14.62,7.08,14.62,2,460.62228,259.08466,782.44476,2,4.0,3.0,5.0,"",22368.607,"DNA-binding protein HU homolog OS=Mycobacterium sp. JS623 OX=212767 GN=Mycsm_02259 PE=3 SV=1"
1920,true,"I7G7Z2|I7G7Z2_MYCS2",177.94423,7.59,7.59,5.45,4.86,3,2272.922,144.39641,1936.5748,3,3.0,2.0,3.0,"",56847.027,"Glycoside hydrolase, family 57 OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_2289 PE=3 SV=1"
659,true,"A0QX82|HIS8_MYCS2",313.9671,44.33,19.53,39.58,40.63,12,16175.17,18606.445,17264.49,12,19.0,15.0,19.0,"Oxidation (M)",40226.598,"Histidinol-phosphate aminotransferase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=hisC PE=3 SV=1"
113,true,"A0A8B4QNR7|A0A8B4QNR7_MYCSM",578.06866,50.13,49.22,48.96,46.36,30,159423.14,153293.28,141024.62,30,67.0,78.0,72.0,"Oxidation (M); Carbamidomethylation",83538.38,"ATP-dependent zinc metalloprotease FtsH OS=Mycolicibacterium smegmatis OX=1772 GN=ftsH_2 PE=3 SV=1"
220,true,"L0IU01|L0IU01_9MYCO",424.53613,56.01,41.92,53.26,46.39,21,,14565.499,,3,66.0,67.0,57.0,"Oxidation (M)",31727.65,"30S ribosomal protein S3 OS=Mycobacterium sp. JS623 OX=212767 GN=rpsC PE=3 SV=1"
678,false,"L0J4C7|L0J4C7_9MYCO",159.36748,4.39,2.95,2.62,2.16,5,2501.3604,2437.827,3817.587,5,5.0,5.0,3.0,"Oxidation (M)",165984.9,"Glutamate synthase family protein OS=Mycobacterium sp. JS623 OX=212767 GN=Mycsm_06247 PE=3 SV=1"
675,true,"A0A8B4QGS1|A0A8B4QGS1_MYCSM",376.86768,44.52,40.28,44.17,44.52,11,43447.617,50748.336,51565.316,11,24.0,30.0,36.0,"",30183.158,"Putative F420-dependent oxidoreductase, MSMEG_4141 family OS=Mycolicibacterium smegmatis OX=1772 GN=NCTC7017_00635 PE=4 SV=1"
698,true,"A0QSG0|RL24_MYCS2",352.77817,73.33,73.33,73.33,71.43,10,204451.62,116498.59,180788.64,10,52.0,40.0,54.0,"Oxidation (M)",11205.894,"50S ribosomal protein L24 OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=rplX PE=1 SV=1"
79,false,"L0J1M5|L0J1M5_9MYCO",328.38095,16.71,16.46,16.71,16.46,6,119410.41,126736.945,118482.875,6,30.0,33.0,29.0,"Oxidation (M); Carbamidomethylation",44011.547,"Cytochrome bc1 complex Rieske iron-sulfur subunit OS=Mycobacterium sp. JS623 OX=212767 GN=Mycsm_03897 PE=3 SV=1"
238,true,"A0A2U9PUP9|A0A2U9PUP9_MYCSE",479.2377,50.32,44.99,44.99,50.32,21,140159.42,131312.8,149933.05,20,60.0,59.0,68.0,"Oxidation (M)",51611.22,"Trigger factor OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=tig PE=3 SV=1"
66,true,"A0A8B4QGI5|A0A8B4QGI5_MYCSM",572.68976,78.56,78.56,68.23,72.51,35,204393.66,183929.75,211438.4,30,120.0,115.0,119.0,"Carbamidomethylation; Oxidation (M)",53332.18,"Inosine-5'-monophosphate dehydrogenase OS=Mycolicibacterium smegmatis OX=1772 GN=guaB_1 PE=3 SV=1"
1130,false,"I7G713|I7G713_MYCS2",295.3555,24.73,15.05,24.73,19.71,6,3407.7393,2809.5867,4142.719,5,10.0,10.0,10.0,"Oxidation (M); Carbamidomethylation",29581.62,"Enoyl-CoA hydratase, EchA1_1 OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_5063 PE=3 SV=1"
655,true,"A0A653FAZ7|A0A653FAZ7_MYCSM",366.28757,34.98,34.98,24.66,24.44,12,20989.357,23113.975,22402.771,12,27.0,17.0,19.0,"Oxidation (M); Carbamidomethylation",49824.81,"Glutamine synthetase, type I OS=Mycolicibacterium smegmatis OX=1772 GN=glnA_2 PE=3 SV=1"
2526,true,"A0A8B4R6G9|A0A8B4R6G9_MYCSM",33.065342,5.80,0.00,5.80,0.00,1,,,,1,,1.0,,"",21553.275,"Putative 3-methyladenine DNA glycosylase OS=Mycolicibacterium smegmatis OX=1772 GN=NCTC7017_05147 PE=3 SV=1"
2217,true,"I7GDH6|I7GDH6_MYCS2",65.273056,14.96,0.00,7.87,7.09,2,,,236.85934,2,,1.0,3.0,"",13555.344,"DivIVA domain-containing protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_4957 PE=4 SV=1"
1605,true,"A0A8B4R6Z0|A0A8B4R6Z0_MYCSM",175.77539,61.00,26.00,61.00,59.00,4,3736.5999,5543.499,471.9209,3,5.0,4.0,4.0,"",10953.963,"dUTPase OS=Mycolicibacterium smegmatis OX=1772 GN=NCTC7017_06109 PE=4 SV=1"
327,true,"A0QQC1|A0QQC1_MYCS2",478.3129,65.48,65.48,65.48,65.48,16,329004.8,314644.7,288750.16,16,73.0,74.0,68.0,"Oxidation (M); Carbamidomethylation",33464.85,"Monooxygenase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_0702 PE=4 SV=1"
384,true,"A0A8B4QNV9|A0A8B4QNV9_MYCSM",431.95786,58.84,58.84,58.84,58.84,16,35992.668,40007.023,41142.14,13,38.0,44.0,41.0,"",30985.445,"Sulfurtransferase OS=Mycolicibacterium smegmatis OX=1772 GN=NCTC7017_03186 PE=4 SV=1"
1721,true,"A0A8B4QN20|A0A8B4QN20_MYCSM",193.81528,8.72,6.21,5.15,4.23,4,60.534218,,,4,3.0,2.0,4.0,"Oxidation (M)",80439.42,"Glycerol dehydratase large subunit OS=Mycolicibacterium smegmatis OX=1772 GN=dhaB_3 PE=4 SV=1"
1598,true,"A0A8B4QJY1|A0A8B4QJY1_MYCSM",141.53725,10.25,4.30,10.25,1.84,4,,1420.6393,766.4494,4,2.0,4.0,1.0,"",53711.617,"Protein of uncharacterized function (DUF3375) OS=Mycolicibacterium smegmatis OX=1772 GN=NCTC7017_01705 PE=4 SV=1"
325,true,"A0A2U9PSC2|A0A2U9PSC2_MYCSE",364.1312,42.46,40.34,33.55,35.67,18,30704.385,24262.07,35492.285,18,33.0,30.0,36.0,"Oxidation (M)",51062.062,"GTPase Der OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=der PE=3 SV=1"
1313,true,"I7G7I0|I7G7I0_MYCS2",193.67827,36.00,29.33,34.67,36.00,4,10835.75,11205.898,11282.764,4,5.0,8.0,9.0,"Oxidation (M)",16314.605,"MaoC-like dehydratase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_2149 PE=4 SV=1"
1237,true,"A0A8B4RAU8|A0A8B4RAU8_MYCSM",211.73315,19.68,15.69,15.16,16.22,5,2297.726,1096.501,2399.9624,5,8.0,6.0,5.0,"Carbamidomethylation; Oxidation (M)",41170.52,"Luciferase family protein OS=Mycolicibacterium smegmatis OX=1772 GN=NCTC7017_06611 PE=4 SV=1"
1210,true,"A0A2U9PSR2|A0A2U9PSR2_MYCSE",249.37715,25.44,14.50,25.44,17.16,6,842.99316,9232.436,7818.218,6,9.0,11.0,11.0,"",35933.824,"5'-3' exonuclease OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_038740 PE=4 SV=1"
686,true,"A0A8B4QF57|A0A8B4QF57_MYCSM",403.71558,46.75,44.89,44.89,46.75,11,69036.56,53368.688,72118.414,11,31.0,34.0,31.0,"Oxidation (M)",33454.258,"NADPH quinone oxidoreductase FadB4 OS=Mycolicibacterium smegmatis OX=1772 GN=fadB4 PE=4 SV=1"
1850,true,"A0A2U9PSW0|A0A2U9PSW0_MYCSE",212.86967,17.67,17.67,17.67,17.67,3,2722.3303,3279.6975,2637.8508,3,4.0,5.0,7.0,"Oxidation (M)",27482.475,"Precorrin-4 C11-methyltransferase OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_038680 PE=3 SV=1"
1104,true,"A0A2U9PXT6|A0A2U9PXT6_MYCSE",319.68857,28.15,22.79,22.79,28.15,7,13389.431,8447.93,16291.422,7,9.0,11.0,13.0,"",37432.47,"Phosphate-binding protein PstS OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_056790 PE=3 SV=1"
1195,true,"A0R097|A0R097_MYCS2",311.33286,31.30,28.26,31.30,31.30,7,5612.6143,4741.902,3753.5222,7,11.0,11.0,8.0,"Oxidation (M)",24195.238,"5'-nucleotidase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_4308 PE=4 SV=1"
1345,true,"A0QNH4|SAEA_MYCS2",204.00896,14.16,12.28,7.95,7.37,6,5523.0117,5072.1416,4588.62,6,8.0,6.0,4.0,"",74978.26,"Putative ESX-1 scaffolding and assembly protein SaeA OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=saeA PE=4 SV=1"
1620,true,"I7FZE8|I7FZE8_MYCS2",199.19609,17.14,13.51,8.57,12.21,4,785.4833,416.0647,1255.1162,4,4.0,4.0,6.0,"Oxidation (M)",39466.92,"N-acetylglucosamine 6-phosphate deacetylase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=nagA PE=3 SV=1"
2085,true,"A0A2U9PXQ9|A0A2U9PXQ9_MYCSE",104.54406,11.00,11.00,11.00,11.00,2,1447.0444,2532.7815,2407.5608,2,2.0,5.0,3.0,"",20697.25,"Mycothiol-dependent maleylpyruvate isomerase metal-binding domain-containing protein OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_055680 PE=4 SV=1"
667,true,"A0QYR4|A0QYR4_MYCS2",350.62836,30.23,27.05,30.23,30.23,11,15369.581,14046.869,18964.861,11,21.0,15.0,20.0,"Oxidation (M)",48074.81,"Tyrosine--tRNA ligase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=tyrS PE=3 SV=1"
646,false,"A0A2U9PTP5|A0A2U9PTP5_MYCSE",326.79575,34.10,30.65,27.20,28.35,8,9332.165,9619.241,10351.581,7,11.0,11.0,10.0,"Oxidation (M)",27212.541,"Enoyl-CoA hydratase/isomerase OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_042140 PE=3 SV=1"
2595,true,"A0R3C1|A0R3C1_MYCS2",110.91687,6.77,6.77,6.77,6.77,1,15751.182,14818.35,15340.535,1,6.0,7.0,3.0,"",32358.943,"Iron permease FTR1 OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5418 PE=3 SV=1"
2083,true,"I7G172|I7G172_MYCS2",131.4425,11.86,11.86,11.86,11.86,2,1598.176,2910.7476,2116.4912,2,4.0,6.0,2.0,"",21758.336,"Transcriptional regulator, TetR family OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_0089 PE=4 SV=1"
1389,true,"A0A2U9PJT1|A0A2U9PJT1_MYCSE",204.5216,27.13,27.13,15.79,14.98,5,947.6746,698.8756,786.70496,5,7.0,5.0,5.0,"Oxidation (M)",27476.01,"Bacterial regulatory protein, GntR family protein OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_009580 PE=4 SV=1"
1080,true,"A0QWH2|A0QWH2_MYCS2",272.70865,46.76,35.65,46.76,41.67,7,15677.603,9626.35,13479.983,7,10.0,13.0,10.0,"",22193.078,"NAD dependent epimerase/dehydratase family protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2941 PE=4 SV=1"
2355,false,"A0R3G9|A0R3G9_MYCS2",49.77244,5.74,5.74,0.00,0.00,1,308.39142,,,1,1.0,,,"",23008.426,"Acetyltransferase, GNAT family protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5469 PE=1 SV=1"
304,false,"A0QU54|A0QU54_MYCS2",494.5692,48.64,46.15,45.02,42.76,16,301231.12,304858.6,299791.1,16,64.0,65.0,62.0,"Oxidation (M)",47078.67,"Putative acyl-CoA dehydrogenase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2081 PE=3 SV=1"
890,true,"A0A653FDZ9|A0A653FDZ9_MYCSM",284.5909,30.47,20.39,30.47,23.59,9,6753.08,6747.0703,3124.1323,9,12.0,11.0,11.0,"Oxidation (M)",43927.707,"SGNH hydrolase-type esterase domain-containing protein OS=Mycolicibacterium smegmatis OX=1772 GN=BIN_B_02211 PE=4 SV=1"
1594,true,"I7GF35|I7GF35_MYCS2",124.987114,18.08,18.08,0.00,13.42,4,,,119.72004,4,7.0,,4.0,"Oxidation (M)",38185.664,"Acyl-CoA dehydrogenase FadE27 OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=fadE27 PE=3 SV=1"
1699,true,"A0QZY9|PYRD_MYCS2",185.85,18.36,7.34,18.36,11.86,4,2705.6763,2920.0547,3268.8604,4,4.0,5.0,8.0,"Carbamidomethylation",37166.934,"Dihydroorotate dehydrogenase (quinone) OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=pyrD PE=3 SV=1"
117,false,"L0ISQ5|L0ISQ5_9MYCO",269.65363,6.29,6.29,5.59,5.59,7,12665.021,15852.182,12597.152,7,14.0,15.0,13.0,"",108733.06,"UPF0182 protein Mycsm_01457 OS=Mycobacterium sp. JS623 OX=212767 GN=Mycsm_01457 PE=3 SV=1"
1015,true,"I7FD80|I7FD80_MYCS2",324.02206,37.91,18.51,32.54,31.04,8,2836.9517,4341.1997,2859.6965,8,11.0,11.0,13.0,"Carbamidomethylation",34814.434,"Riboflavin biosynthesis protein RibD OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=ribD PE=3 SV=1"
771,true,"A0R4P1|A0R4P1_MYCS2",279.18085,46.84,34.81,34.49,34.49,10,16057.65,24469.611,20424.758,10,15.0,16.0,23.0,"Oxidation (M)",32508.213,"Oxidoreductase, short chain dehydrogenase/reductase family protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5903 PE=1 SV=1"
633,true,"I7FJ79|I7FJ79_MYCS2",353.387,45.26,41.61,45.26,38.69,12,18645.549,20917.467,19392.785,10,24.0,21.0,19.0,"Oxidation (M); Carbamidomethylation",28921.184,"Short-chain dehydrogenase/reductase SDR OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_4926 PE=3 SV=1"
1273,true,"A0A8B4R7A4|A0A8B4R7A4_MYCSM",244.0916,35.17,29.66,35.17,22.88,6,4265.0996,609.2572,3313.9883,6,10.0,7.0,5.0,"",25143.809,"Dienelactone hydrolase OS=Mycolicibacterium smegmatis OX=1772 GN=clcD PE=4 SV=1"
77,true,"A0A2U9PZH4|A0A2U9PZH4_MYCSE",571.5056,71.95,71.95,71.95,71.95,35,355629.44,346481.1,348883.4,35,111.0,111.0,112.0,"Oxidation (M); Carbamidomethylation",56169.285,"Propionyl-CoA carboxylase beta chain OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_062770 PE=3 SV=1"
202,true,"A0A8B4R0T6|A0A8B4R0T6_MYCSM",432.54318,46.06,34.86,44.40,39.82,20,72523.84,68871.39,77935.12,20,50.0,53.0,58.0,"Oxidation (M); Carbamidomethylation",58777.504,"Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II OS=Mycolicibacterium smegmatis OX=1772 GN=NCTC7017_03536 PE=4 SV=1"
1443,true,"A0A2U9PSL6|A0A2U9PSL6_MYCSE",166.66098,10.02,7.68,10.02,7.68,5,8495.645,2916.7285,3127.3096,5,8.0,8.0,5.0,"",49725.04,"Argininosuccinate lyase OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=argH PE=3 SV=1"
2357,true,"A0A8B4R8B5|A0A8B4R8B5_MYCSM",167.14227,18.52,18.52,18.52,18.52,2,,704.2101,968.55066,2,6.0,2.0,3.0,"Oxidation (M)",22851.861,"Secreted alanine rich protein OS=Mycolicibacterium smegmatis OX=1772 GN=NCTC7017_06110 PE=4 SV=1"
1302,true,"A0A8B4RAR0|A0A8B4RAR0_MYCSM",247.93091,40.18,34.25,25.57,31.51,5,12328.351,18203.674,12808.566,5,10.0,11.0,11.0,"Oxidation (M)",23342.146,"TetR family transcriptional regulator OS=Mycolicibacterium smegmatis OX=1772 GN=ethR_9 PE=4 SV=1"
2273,true,"A0QSC8|A0QSC8_MYCS2",73.064606,21.49,21.49,0.00,0.00,2,1250.5654,,,2,2.0,,,"",13340.0205,"SnoaL-like domain-containing protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_1434 PE=4 SV=1"
293,true,"A0A653FD42|A0A653FD42_MYCSM",435.54672,30.70,26.68,28.32,28.61,17,9704.888,13177.545,24842.219,17,26.0,25.0,30.0,"Oxidation (M)",74922.36,"Prolyl endopeptidase OS=Mycolicibacterium smegmatis OX=1772 GN=BIN_B_01956 PE=4 SV=1"
2646,true,"A0A8B4R633|A0A8B4R633_MYCSM",95.29194,8.53,8.53,0.00,8.53,1,1561.8538,,,1,3.0,,1.0,"",13350.338,"TM2 domain-containing protein OS=Mycolicibacterium smegmatis OX=1772 GN=NCTC7017_05657 PE=4 SV=1"
2274,true,"A0A8B4R9J4|A0A8B4R9J4_MYCSM",118.20429,13.19,13.19,13.19,13.19,2,23756.744,24241.744,24720.8,2,5.0,5.0,6.0,"",9782.016,"GTP cyclohydrolase II OS=Mycolicibacterium smegmatis OX=1772 GN=NCTC7017_06544 PE=3 SV=1"
655,false,"L0IYM7|L0IYM7_9MYCO",241.06984,13.23,13.23,13.23,11.43,4,13101.131,15394.047,17325.912,4,16.0,12.0,11.0,"Oxidation (M); Carbamidomethylation",49544.734,"Glutamine synthetase, type I OS=Mycobacterium sp. JS623 OX=212767 GN=Mycsm_03932 PE=3 SV=1"
