Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	\\mchampion-nas.esc.nd.edu\DATA\Simon\timsTOF_files\20230718-SMEG-6protMix-DIA\20230718-300Smeg_D_6protl-1_S1-B6_1_6595.d	\\mchampion-nas.esc.nd.edu\DATA\Simon\timsTOF_files\20230718-SMEG-6protMix-DIA\20230718-300Smeg_D_6protl-2_S1-C6_1_6596.d	\\mchampion-nas.esc.nd.edu\DATA\Simon\timsTOF_files\20230718-SMEG-6protMix-DIA\20230718-300Smeg_D_6protl-3_S1-D6_1_6597.d
A0A8B4QMF4;A0R5J6;I7FMF7	A0A2U9PYZ7;A0A8B4QMF4;A0R5J6;I7FMF7	A0A8B4QMF4_MYCSM;A0R5J6_MYCS2;I7FMF7_MYCS2	MSMEG_6215;MSMEI_6054;NCTC7017_02768	Predicted periplasmic/secreted protein	77201.8	72456.1	73496.8
A0A8B4QMG1;A0R5F8;I7FUA4	A0A2U9PZ35;A0A8B4QMG1;A0R5F8;I7FUA4	A0A8B4QMG1_MYCSM;A0R5F8_MYCS2;I7FUA4_MYCS2	MSMEG_6176;MSMEI_6016;dgoA	KDPG and KHG aldolase	16478.5	17318.4	19019.8
A0A8B4QMH0;A0R5S7;I7GAI2	A0A2U9PZH0;A0A8B4QMH0;A0R5S7;I7GAI2	A0A8B4QMH0_MYCSM;A0R5S7_MYCS2;I7GAI2_MYCS2	MSMEG_6297;MSMEI_6132;betB_1	Aldehyde dehydrogenase	12173.7	10680	11870.7
A0A8B4QMH7;I7GFQ4	A0A8B4QMH7;A0R613;I7GFQ4;A0A2U9PZN4	A0A8B4QMH7_MYCSM;I7GFQ4_MYCS2	embA	Integral membrane indolylacetylinositol arabinosyltransferase EmbA	945.376	1250.87	848.505
A0A8B4QMM9;A0R699;I7FUY2	A0A8B4QMM9;A0R699;I7FUY2	A0A8B4QMM9_MYCSM;A0R699_MYCS2;I7FUY2_MYCS2	MSMEG_6474;MSMEI_6302;NCTC7017_02520	NAD-dependent epimerase/dehydratase	15423.2	15549.1	14907
A0A8B4QMN9;A0R689;I7FUX3	A0A8B4QMN9;A0R689;I7FUX3	A0A8B4QMN9_MYCSM;A0R689_MYCS2;I7FUX3_MYCS2	MSMEG_6464;MSMEI_6292;NCTC7017_02530	Thioesterase superfamily protein	40348.1	42545.7	39322.6
A0A8B4QMR2;A0R5I5;I7GG76	A0A2U9PZ62;A0A8B4QMR2;A0R5I5;I7GG76	A0A8B4QMR2_MYCSM;A0R5I5_MYCS2;I7GG76_MYCS2	MSMEG_6203;MSMEI_6042;cysK	Cysteine synthase/cystathionine beta-synthase	178993	178096	187443
A0A8B4QMR3;A0R5Y8;I7GFP3	A0A8B4QMR3;A0R5Y8;I7GFP3	A0A8B4QMR3_MYCSM;A0R5Y8_MYCS2;I7GFP3_MYCS2	MSMEG_6362;MSMEI_6195;ppsC_2	Quinone oxidoreductase	117635	106252	109958
A0A8B4QMR5;A0R5K0	A0A2U9PZ36;A0A8B4QMR5;A0R5K0;I7GG81;L0J781	A0A8B4QMR5_MYCSM;A0R5K0_MYCS2	MSMEG_6219;NCTC7017_02764	ATPase AAA	198134	199654	189239
A0A8B4QMS7;A0R529;I7FLY6	A0A8B4QMS7;A0R529;I7FLY6	A0A8B4QMS7_MYCSM;A0R529_MYCS2;I7FLY6_MYCS2	MSMEI_5882;otsB	Trehalose 6-phosphate phosphatase	22464.6	25135.6	24131.4
A0A8B4QMT3;A0R5H9;I7GG74	A0A8B4QMT3;A0A2U9PYV6;A0R5H9;I7GG74	A0A8B4QMT3_MYCSM;A0R5H9_MYCS2;I7GG74_MYCS2	MSMEG_6197;MSMEI_6037;lysA_1	Diaminopimelate decarboxylase	8611.69	10260.5	10506.7
A0A8B4QMT5;A0R5W7;I7GFN5	A0A8B4QMT5;A0R5W7;I7GFN5	A0A8B4QMT5_MYCSM;A0R5W7_MYCS2;I7GFN5_MYCS2	MSMEG_6338;MSMEI_6172;NCTC7017_02648	Phosphoglycerate mutase	18589.4	25099.2	22317.2
A0A8B4QMV2;A0R530	A0A2U9PYG2;A0A8B4QMV2;A0R530	A0A8B4QMV2_MYCSM;A0R530_MYCS2	MSMEG_6044;purR_2	Ligand-binding /sugar binding domain-containing protein	35794.5	34928.6	35314.4
A0A8B4QMX1;A0R4Z1;I7FLU0	A0A2U9PYF1;A0A8B4QMX1;A0R4Z1;I7FLU0;L0J3W1	A0A8B4QMX1_MYCSM;A0R4Z1_MYCS2;I7FLU0_MYCS2	MSMEG_6003;MSMEI_5842;gctB	Acyl CoA:acetate/3-ketoacid CoA transferase subunit beta	21198	24719.6	21940.7
A0A8B4QMX7;A0R5C4;I7FMA8	A0A2U9PYQ6;A0A8B4QMX7;A0R5C4;I7FMA8	A0A8B4QMX7_MYCSM;A0R5C4_MYCS2;I7FMA8_MYCS2	MSMEG_6141;MSMEI_5982;NCTC7017_02837	D-amino acid aminohydrolase	45176.1	44750.6	45447.3
A0A8B4QMY7;A0R5B4;I7FMA1	A0A8B4QMY7;A0R5B4;I7FMA1	A0A8B4QMY7_MYCSM;A0R5B4_MYCS2;I7FMA1_MYCS2	MSMEG_6131;MSMEI_5972;rssB	Response regulator receiver:Protein phosphatase 2C-like protein	45915.7	47102.2	47416.7
A0A8B4QMZ9;A0R5H6;I7GFH8	A0A2U9PYY1;A0A8B4QMZ9;A0R5H6;I7GFH8;L0J6A0	A0A8B4QMZ9_MYCSM;A0R5H6_MYCS2;I7GFH8_MYCS2	MSMEG_6195;MSMEI_6034;arsA_1	Anion-transporting ATPase	230405	222790	224577
A0A8B4QN02;A0R5Y9;I7GAN2	A0A2U9PZG2;A0A8B4QN02;A0R5Y9;I7GAN2;L0J7P6	A0A8B4QN02_MYCSM;A0R5Y9_MYCS2;I7GAN2_MYCS2	MSMEG_6363;MSMEI_6196;NCTC7017_02624	Aminotransferase/cysteine desulfurase	239855	224237	225311
A0A8B4QN14;A0R503;I7FLV7	A0A8B4QN14;I7FLV7;A0A2U9PYF7;A0R503	A0A8B4QN14_MYCSM;A0R503_MYCS2;I7FLV7_MYCS2	MSMEG_6017;aspB;aspC_2	Aminotransferase	16756.6	17885.3	18289.3
A0A8B4QN18;A0R4U9;I7GFX3	A0A8B4QN18;A0R4U9;I7GFX3	A0A8B4QN18_MYCSM;A0R4U9_MYCS2;I7GFX3_MYCS2	MSMEG_5961;MSMEI_5801;wbbL	Glycosyl transferase, WecB/TagA/CpsF family	19267.8	15804.2	15964.8
A0A8B4QN39;A0R4S0;I7GF53	A0A2U9PY53;A0A8B4QN39;A0R4S0;I7GF53	A0A8B4QN39_MYCSM;A0R4S0_MYCS2;I7GF53_MYCS2	MSMEG_5932;MSMEI_5773;NCTC7017_03048	DUF1214 domain-containing protein	31749.2	27882.9	29181.6
A0A8B4QN47;A0R4R8;I7GFW1	A0A8B4QN47;A0R4R8;I7GFW1	A0A8B4QN47_MYCSM;A0R4R8_MYCS2;I7GFW1_MYCS2	MSMEG_5930;MSMEI_5771;NCTC7017_03050	Sulfotransferase family protein	17576.3	15149.5	17572.5
A0A8B4QN57;A0R4Q8;I7GFV7	A0A2U9PY40;A0A653FI42;A0A8B4QN57;A0R4Q8;I7GFV7	A0A8B4QN57_MYCSM;A0R4Q8_MYCS2;I7GFV7_MYCS2	MSMEG_5920;MSMEI_5760;NCTC7017_03060	Coenzyme F420-dependent oxidoreductase	109506	106915	107879
A0A8B4QN58;A0R4V5;I7FLQ3	A0A8B4QN58;A0R4V5;I7FLQ3	A0A8B4QN58_MYCSM;A0R4V5_MYCS2;I7FLQ3_MYCS2	MSMEG_5967;MSMEI_5807;alkJ_5	Glucose-methanol-choline oxidoreductase	17708.4	18351.1	19374.7
A0A8B4QN75;A0R4N6;I7G963	A0A8B4QN75;A0R4N6;I7G963	A0A8B4QN75_MYCSM;A0R4N6_MYCS2;I7G963_MYCS2	MSMEG_5898;mce4C	MCE-family protein MCE4c	18286	18799.9	18583
A0A8B4QN76;I7GAA4	A0A2U9PYZ6;A0A8B4QN76;A0R5I3;I7GAA4	A0A8B4QN76_MYCSM;I7GAA4_MYCS2	pon1;pon1_1	peptidoglycan glycosyltransferase	80069.8	81269.6	83115
A0A8B4QN79;A0R517;I7GFZ6	A0A8B4QN79;A0R517;I7GFZ6	A0A8B4QN79_MYCSM;A0R517_MYCS2;I7GFZ6_MYCS2	MSMEG_6032;MSMEI_5871;fadR_4	TetR family transcriptional regulator	70866.6	74405.6	72045.7
A0A8B4QN86;A0R591;I7GA29	A0A2U9PYQ3;A0A8B4QN86;A0R591;I7GA29	A0A8B4QN86_MYCSM;A0R591_MYCS2;I7GA29_MYCS2	MSMEG_6108;MSMEI_5949;gutB_2	Alcohol dehydrogenase GroES-like protein	4392.44	5540.25	4734.36
A0A8B4QN87;A0R5H2;I7GA94	A0A8B4QN87;A0R5H2;I7GA94	A0A8B4QN87_MYCSM;A0R5H2_MYCS2;I7GA94_MYCS2	MSMEG_6190;MSMEI_6030;baeB_2	Hydrolase (Beta-lactamase-like)	45827.9	45272.5	46909.6
A0A8B4QND2;A0R4L2;I7GFU0	A0A2U9PY20;A0A8B4QND2;A0R4L2;I7GFU0	A0A8B4QND2_MYCSM;A0R4L2_MYCS2;I7GFU0_MYCS2	MSMEG_5873;MSMEI_5714;NCTC7017_03105	ABC transporter	57128.3	58007.9	58187.7
A0A8B4QNE7;A0R535;I7GFC0	A0A2U9PYJ0;A0A8B4QNE7;A0R535;I7GFC0	A0A8B4QNE7_MYCSM;A0R535_MYCS2;I7GFC0_MYCS2	MSMEG_6049;MSMEI_5888;NCTC7017_02932	Secreted protein	22109.3	22391.5	20684.6
A0A8B4QNG3;A0R4R4;I7FLL1	A0A2U9PZU9;A0A8B4QNG3;A0R4R4;I7FLL1;L0J6L3	A0A8B4QNG3_MYCSM;A0R4R4_MYCS2;I7FLL1_MYCS2	MSMEG_5927;MSMEI_5767;NCTC7017_03054	Uncharacterized protein	26855.1	25945	27707.1
A0A8B4QNH1;A0R5I4;I7FUC4	A0A2U9PYZ4;A0A8B4QNH1;A0R5I4;I7FUC4	A0A8B4QNH1_MYCSM;A0R5I4_MYCS2;I7FUC4_MYCS2	MSMEG_6202;MSMEI_6041;NCTC7017_02781	Metallophosphoesterase	285335	305492	299712
A0A8B4QNH6;A0R4T0;I7FLM5	A0A2U9PY77;A0A8B4QNH6;A0R4T0;I7FLM5	A0A8B4QNH6_MYCSM;A0R4T0_MYCS2;I7FLM5_MYCS2	MSMEG_5943;MSMEI_5782;NCTC7017_03039	MaoC-like dehydratase	127138	126880	122908
A0A8B4QNJ0;A0R4N1;I7G956	A0A2U9PZS2;A0A8B4QNJ0;A0R4N1;I7G956	A0A8B4QNJ0_MYCSM;A0R4N1_MYCS2;I7G956_MYCS2	MSMEG_5893;MSMEI_5733;NCTC7017_03085	MCE-associated protein	57877.8	58978.5	59990.9
A0A8B4QNJ3;A0R5G2;I7FUA8	A0A2U9PYX4;A0A8B4QNJ3;A0R5G2;I7FUA8	A0A8B4QNJ3_MYCSM;A0R5G2_MYCS2;I7FUA8_MYCS2	MSMEG_6180;MSMEI_6021;NCTC7017_02801	Protease	26744.5	24325.7	21711.3
A0A8B4QNJ4;A0R577	A0A2U9PYP7;A0A8B4QNJ4;A0R577;I7FU37;L0J6Z2	A0A8B4QNJ4_MYCSM;A0R577_MYCS2	lysS;lysS1	Lysine--tRNA ligase	469406	496604	482850
A0A8B4QNK9;A0R4L1	I7FTD7;A0A2U9PZQ1;A0A8B4QNK9;A0R4L1;L0J5J7	A0A8B4QNK9_MYCSM;A0R4L1_MYCS2	phoP;tcrX_1	Response regulator with CheY-like receiver domain and winged-helix DNA-binding domain	84476.8	90538.5	86848.1
A0A8B4QNM3;A0R548;I7G9U0	A0A2U9PYL5;A0A8B4QNM3;A0R548;I7G9U0	A0A8B4QNM3_MYCSM;A0R548_MYCS2;I7G9U0_MYCS2	MSMEG_6064;MSMEI_5904;btuF	Iron chelate uptake ABC transporter, solute-binding protein	45323.5	40604.7	40435.9
A0A8B4QNN4;A0R4V6;I7G9G4	A0A653FLH9;A0A8B4QNN4;A0R4V6;I7G9G4	A0A8B4QNN4_MYCSM;A0R4V6_MYCS2;I7G9G4_MYCS2	MSMEG_5968;MSMEI_5809;wzxC	Polysaccharide biosynthesis protein	58243	56102.8	57065.8
A0A8B4QNP0;A0R493;I7GFP6	A0A8B4QNP0;A0R493;I7GFP6	A0A8B4QNP0_MYCSM;A0R493_MYCS2;I7GFP6_MYCS2	MSMEG_5748;MSMEI_5594;NCTC7017_03224	Uncharacterized protein	6353.49	7144.21	7399.03
A0A8B4QNS7;A0R578;I7GG35	A0A8B4QNS7;A0R578;I7GG35	A0A8B4QNS7_MYCSM;A0R578_MYCS2;I7GG35_MYCS2	MSMEG_6095;MSMEI_5936;NCTC7017_02883	D-amino acid deaminase	73087.8	73808	67779.5
A0A8B4QNT0;A0R4H6;I7GFS6	A0A2U9PXY5;A0A8B4QNT0;A0R4H6;I7GFS6	A0A8B4QNT0_MYCSM;A0R4H6_MYCS2;I7GFS6_MYCS2	MSMEG_5837;MSMEI_5679;bsaA	Glutathione peroxidase	571932	557768	525712
A0A8B4QNT1;A0R452;I7GEN9	A0A8B4QNT1;A0R452;I7GEN9	A0A8B4QNT1_MYCSM;A0R452_MYCS2;I7GEN9_MYCS2	MSMEG_5707;MSMEI_5556;NCTC7017_03264	Cupin	34579.4	32712.2	34893.2
A0A8B4QNT7;A0R4P5;I7GF35	A0A2U9PYB7;A0A8B4QNT7;A0R4P5;I7GF35	A0A8B4QNT7_MYCSM;A0R4P5_MYCS2;I7GF35_MYCS2	MSMEG_5907;fadE27	Acyl-CoA dehydrogenase FadE27	21347.2	20721.5	21054.8
A0A8B4QNU1;A0R4G7;I7GFS2	A0A8B4QNU1;A0R4G7;I7GFS2	A0A8B4QNU1_MYCSM;A0R4G7_MYCS2;I7GFS2_MYCS2	MSMEG_5827;MSMEI_5669;NCTC7017_03151	Glyoxalase/bleomycin resistance protein/dioxygenase	200630	194970	185775
A0A8B4QNV1;A0R4F7;I7FLB8	A0A2U9PXW3;A0A8B4QNV1;A0R4F7;I7FLB8	A0A8B4QNV1_MYCSM;A0R4F7_MYCS2;I7FLB8_MYCS2	MSMEG_5817;MSMEI_5660;NCTC7017_03161	Bacterial SCP orthologue domain-containing protein	46818.2	44737	42166.4
A0A8B4QNY1;A0R3U0;I7FSS5	A0A8B4QNY1;I7FSS5;A0A2U9PYX6;A0R3U0	A0A8B4QNY1_MYCSM;A0R3U0_MYCS2;I7FSS5_MYCS2	MSMEG_5593;MSMEI_5442;ilvG_2	Thiamine pyrophosphate enzyme-like TPP binding protein	42195.7	44693.1	46238.5
A0A8B4QNZ2;I7GEY4	A0A8B4QNZ2;A0R4I3;I7GEY4	A0A8B4QNZ2_MYCSM;I7GEY4_MYCS2	MSMEI_5686;NCTC7017_03134	Protein of uncharacterized function (DUF1707)	19649	20070.9	16453.7
A0A8B4QP09;A0R3W1;I7FKV2	A0A2U9PXB5;A0A8B4QP09;A0R3W1;I7FKV2	A0A8B4QP09_MYCSM;A0R3W1_MYCS2;I7FKV2_MYCS2	MSMEG_5614;MSMEI_5465;NCTC7017_03356	Uncharacterized conserved protein	40630.8	33910.1	32329.4
A0A8B4QP25	A0A8B4QP25;A0R3U1;I7GFI7	A0A8B4QP25_MYCSM	gltB_3	Ferredoxin-dependent glutamate synthase	30139.9	28844.9	27237.7
A0A8B4QP83;A0R477;I7FL44	A0A2U9PXR6;A0A8B4QP83;A0R477;I7FL44	A0A8B4QP83_MYCSM;A0R477_MYCS2;I7FL44_MYCS2	MSMEG_5732;MSMEI_5580;NCTC7017_03239	Monooxygenase	129868	135340	135091
A0A8B4QP94;I7GFW7	A0A8B4QP94;A0R4T4;I7GFW7	A0A8B4QP94_MYCSM;I7GFW7_MYCS2	MSMEI_5786;cysE	Serine O-acetyltransferase	12430.1	10949	10156.7
A0A8B4QP95;A0R408;I7GFL5	A0A2U9PXH1;A0A8B4QP95;A0R408;I7GFL5;L0J4S2	A0A8B4QP95_MYCSM;A0R408_MYCS2;I7GFL5_MYCS2	MSMEG_5663;prrB;prrB_2	histidine kinase	47804.9	44459	43958.7
A0A8B4QPD6;A0R4M4;I7GF15	A0A8B4QPD6;A0R4M4;I7GF15	A0A8B4QPD6_MYCSM;A0R4M4_MYCS2;I7GF15_MYCS2	MSMEG_5886;echA13;fcbB2	Enoyl-CoA hydratase	43380.6	44002.8	41053.9
A0A8B4QPE4;A0R416;I7GEL6	A0A8B4QPE4;A0R416;I7GEL6	A0A8B4QPE4_MYCSM;A0R416_MYCS2;I7GEL6_MYCS2	MSMEG_5671;MSMEI_5521;NCTC7017_03300	YbaK/prolyl-tRNA synthetase associated domain-containing protein	9704.38	10332.6	12001.6
A0A8B4QPH4;A0R4C6;I7FT63	A0A8B4QPH4;A0R4C6;I7FT63	A0A8B4QPH4_MYCSM;A0R4C6_MYCS2;I7FT63_MYCS2	MSMEG_5786;thiX;trxA_2	Thiredoxin	4747.89	4207.63	4502.8
A0A8B4QPJ8;A0R4J0;I7FTB8	A0A8B4QPJ8;A0R4J0;I7FTB8	A0A8B4QPJ8_MYCSM;A0R4J0_MYCS2;I7FTB8_MYCS2	MSMEG_5851;MSMEI_5693;NCTC7017_03127	Acyl-CoA:diacylglycerol acyltransferase	6722.79	6769.83	6749.43
A0A8B4QPL0;A0R495;I7GER9	A0A8B4QPL0;A0R495;I7GER9	A0A8B4QPL0_MYCSM;A0R495_MYCS2;I7GER9_MYCS2	MSMEG_5750;MSMEI_5596;NCTC7017_03223	DUF4926 domain-containing protein	9639.09	11653.6	12969
A0A8B4QPQ1;A0R3P8;I7G805	A0A8B4QPQ1;A0R3P8;I7G805	A0A8B4QPQ1_MYCSM;A0R3P8_MYCS2;I7G805_MYCS2	MSMEG_5549;MSMEI_5396;NCTC7017_03422	Membrane protein	6959.61	7197.53	7241.35
A0A8B4QPS1;A0R3M6;I7GEB7	A0A8B4QPS1;A0R3M6;I7GEB7	A0A8B4QPS1_MYCSM;A0R3M6_MYCS2;I7GEB7_MYCS2	MSMEG_5527;MSMEI_5375;NCTC7017_03442	Transmembrane protein	13939.3	14593.9	13124.2
A0A8B4QPS5;A0R478;I7GEQ8	A0A2U9PXX0;A0A8B4QPS5;A0R478;I7GEQ8	A0A8B4QPS5_MYCSM;A0R478_MYCS2;I7GEQ8_MYCS2	MSMEG_5733;MSMEI_5581;NCTC7017_03238	Universal stress protein UspA	633075	600197	587477
A0A8B4QQ09;A0R423;I7FSY6	A0A8B4QQ09;A0R423;I7FSY6	A0A8B4QQ09_MYCSM;A0R423_MYCS2;I7FSY6_MYCS2	MSMEG_5678;MSMEI_5528;NCTC7017_03293	Glyoxalase/bleomycin resistance protein/dioxygenase	70353	69609.4	71279.8
A0A8B4QQ25;A0R3T1;I7GEH9	A0A8B4QQ25;A0R3T1;I7GEH9	A0A8B4QQ25_MYCSM;A0R3T1_MYCS2;I7GEH9_MYCS2	MSMEG_5584;MSMEI_5435;hdhA_3	Short chain dehydrogenase	9863.82	14153.3	9957.43
A0A8B4QQ33;A0R402;I7FSW9	A0A2U9PXI1;A0A8B4QQ33;A0R402;I7FSW9	A0A8B4QQ33_MYCSM;A0R402_MYCS2;I7FSW9_MYCS2	MSMEG_5657;MSMEI_5508;cynR_4	LysR family transcriptional regulator	8015.14	4760.79	6898.07
A0A8B4QQ79;A0R3N3;I7FSJ9	A0A2U9PX50;A0A8B4QQ79;A0R3N3;I7FSJ9;L0J1Q4	A0A8B4QQ79_MYCSM;A0R3N3_MYCS2;I7FSJ9_MYCS2	pcrA;pcrA_4	ATP-dependent DNA helicase	96030.7	97390.3	93739.5
A0A8B4QQ93;A0R3M2;I7G7Y2	A0A2U9PX39;A0A8B4QQ93;A0R3M2;I7G7Y2	A0A8B4QQ93_MYCSM;A0R3M2_MYCS2;I7G7Y2_MYCS2	MSMEG_5523;MSMEI_5371;ptpA_1	Peptidase S9, prolyl oligopeptidase active site region	25561.5	23371.9	24438.5
A0A8B4QZF7;A0R3I6;I7FKD5	A0A8B4QZF7;A0A2U9PX01;A0R3I6;I7FKD5	A0A8B4QZF7_MYCSM;A0R3I6_MYCS2;I7FKD5_MYCS2	MSMEG_5486;MSMEI_5334;degQ	Serine protease PepD	150745	155369	149616
A0A8B4QZZ3;A0R2X4;I7G771	A0A2U9PWI0;A0A8B4QZZ3;A0R2X4;I7G771	A0A8B4QZZ3_MYCSM;A0R2X4_MYCS2;I7G771_MYCS2	MSMEG_5267;fadE7;fadE7_1	Acyl CoA dehydrogenase	250651	252341	252848
A0A8B4QZZ5;A0R3L4;I7GFE4	A0A2U9PX77;A0A8B4QZZ5;A0R3L4;I7GFE4	A0A8B4QZZ5_MYCSM;A0R3L4_MYCS2;I7GFE4_MYCS2	purH;purH_1	Bifunctional purine biosynthesis protein PurH	787239	802744	779878
A0A8B4R012;A0R2V3;I7GDS2	A0A8B4R012;A0R2V3;I7GDS2	A0A8B4R012_MYCSM;A0R2V3_MYCS2;I7GDS2_MYCS2	MSMEG_5245;MSMEI_5107;NCTC7017_03721	UspA protein	593144	623297	614960
A0A8B4R045	A0A2U9PX26;A0A8B4R045;A0R3G9;I7FKB5	A0A8B4R045_MYCSM	ydaF_2	GNAT family acetyltransferase	12922.9	14767.7	12373.8
A0A8B4R086;A0R2S4;I7GEY9	A0A8B4R086;A0R2S4;I7GEY9	A0A8B4R086_MYCSM;A0R2S4_MYCS2;I7GEY9_MYCS2	MSMEG_5216;MSMEI_5080;NCTC7017_03749	Glyoxalase/bleomycin resistance protein/dioxygenase	2094.76	3029.7	1905.7
A0A8B4R0E6;A0R2E9;I7FJB1	A0A2U9PVU9;A0A8B4R0E6;A0R2E9;I7FJB1	A0A8B4R0E6_MYCSM;A0R2E9_MYCS2;I7FJB1_MYCS2	MSMEG_5087;MSMEI_4961;yvdD_1	Cytokinin riboside 5'-monophosphate phosphoribohydrolase	466423	391465	393654
A0A8B4R0G8;A0R2B8;I7FRI4	A0A2U9PVS5;A0A8B4R0G8;A0R2B8;I7FRI4	A0A8B4R0G8_MYCSM;A0R2B8_MYCS2;I7FRI4_MYCS2	corA;corA_2	Magnesium transport protein CorA	26388.7	23913.4	25328
A0A8B4R0J8;A0R2V0;I7FRV3	A0A2U9PWF0;A0A8B4R0J8;A0R2V0;I7FRV3	A0A8B4R0J8_MYCSM;A0R2V0_MYCS2;I7FRV3_MYCS2	MSMEG_5242;MSMEI_5104;tgs1_1	Diacylglycerol O-acyltransferase	34999	34178.5	38305.7
A0A8B4R0K8;A0R277;I7FIZ3	A0A2U9PVU3;A0A8B4R0K8;A0R277;I7FIZ3	A0A8B4R0K8_MYCSM;A0R277_MYCS2;I7FIZ3_MYCS2	MSMEG_5014;MSMEI_4886;copA	Heavy metal translocating P-type ATPase	2255	2435.99	2546.28
A0A8B4R0L8;A0R2S9	A0A8B4R0L8;A0R2S9;I7FRU0	A0A8B4R0L8_MYCSM;A0R2S9_MYCS2	MSMEG_5221;NCTC7017_03744	N-acetyltransferase GCN5	96202.9	101780	95242.9
A0A8B4R0R5;A0R298;I7FRG0	A0A2U9PVS0;A0A8B4R0R5;A0R298;I7FRG0	A0A8B4R0R5_MYCSM;A0R298_MYCS2;I7FRG0_MYCS2	MSMEG_5037;MSMEI_4909;NCTC7017_03931	Glycolate oxidase FAD-linked subunit	352957	361666	368510
A0A8B4R0U1;A0R1Y2;I7GD56	A0A2U9PWY9;A0A8B4R0U1;A0R1Y2;I7GD56	A0A8B4R0U1_MYCSM;A0R1Y2_MYCS2;I7GD56_MYCS2	MSMEG_4915;MSMEI_4788;NCTC7017_04048	glycogen phosphorylase	256067	251382	249504
A0A8B4R0U5;A0R3C6;I7FS97	A0A2U9PYG7;A0A8B4R0U5;A0R3C6;I7FS97	A0A8B4R0U5_MYCSM;A0R3C6_MYCS2;I7FS97_MYCS2	MSMEG_5424;MSMEI_5275;icaR_4	TetR family transcriptional regulator	99058.2	109156	104059
A0A8B4R130;A0R1M9;I7GCY3	A0A8B4R130;A0R1M9;I7GCY3	A0A8B4R130_MYCSM;A0R1M9_MYCS2;I7GCY3_MYCS2	MSMEG_4811;MSMEI_4687;NCTC7017_04149	Uncharacterized protein	24971.5	25762.4	25337.4
A0A8B4R144;A0R1W4;I7FR23	A0A2U9PVH2;A0A8B4R144;A0R1W4;I7FR23	A0A8B4R144_MYCSM;A0R1W4_MYCS2;I7FR23_MYCS2	MSMEG_4896;MSMEI_4769;NCTC7017_04067	Acyl-CoA ligase FadD31	61811	64442.9	64157.9
A0A8B4R161;A0R273;I7G6K2	A0A8B4R161;A0R273;I7G6K2	A0A8B4R161_MYCSM;A0R273_MYCS2;I7G6K2_MYCS2	MSMEG_5010;MSMEI_4883;NCTC7017_03956	Smu12A	38028.4	41508.9	40156.6
A0A8B4R167	A0A2U9PX15;A0A8B4R167;A0R3L5;I7FKH1	A0A8B4R167_MYCSM	purN	Phosphoribosylglycinamide formyltransferase	97531.9	100629	97768
A0A8B4R169;A0R1I5;I7FQQ7	A0A8B4R169;A0R1I5;I7FQQ7	A0A8B4R169_MYCSM;A0R1I5_MYCS2;I7FQQ7_MYCS2	MSMEG_4767;MSMEI_4644;garP_2	Major facilitator superfamily MFS_1	71354.7	74880.3	76102.5
A0A8B4R183;A0R253	A0A8B4R183;A0R253;I7G6I5	A0A8B4R183_MYCSM;A0R253_MYCS2	MSMEG_4990;tcrX_2	Response regulator with CheY-like receiver domain and winged-helix DNA-binding domain	18492.9	16877.1	17992.5
A0A8B4R199;A0R2Y6;I7FRX8	A0A8B4R199;A0R2Y6;I7FRX8	A0A8B4R199_MYCSM;A0R2Y6_MYCS2;I7FRX8_MYCS2	MSMEG_5278;MSMEI_5139;NCTC7017_03689	Transmembrane protein	11306.6	11376.3	10665.2
A0A8B4R1A8;A0R3H0;I7GE74	A0A2U9PX29;A0A8B4R1A8;A0R3H0;I7GE74;L0J3L8	A0A8B4R1A8_MYCSM;A0R3H0_MYCS2;I7GE74_MYCS2	MSMEG_5470;moeA1;moeA_2	Molybdopterin molybdenumtransferase	53788	54557.9	56344.2
A0A8B4R1C7;A0R2U9;I7G746	A0A2U9PWB4;A0A8B4R1C7;A0R2U9;I7G746	A0A8B4R1C7_MYCSM;A0R2U9_MYCS2;I7G746_MYCS2	MSMEG_5241;MSMEI_5103;devS_1	GAF family protein	16966.7	17703.7	17844.4
A0A8B4R1E6;A0R2S8;I7G729	A0A2U9PWC9;A0A8B4R1E6;A0R2S8;I7G729	A0A8B4R1E6_MYCSM;A0R2S8_MYCS2;I7G729_MYCS2	MSMEG_5220;MSMEI_5083;mlhB_2	Alpha/beta hydrolase fold-3 domain-containing protein	64706.7	65680.8	67654.2
A0A8B4R1E9;A0R1A2;I7FQJ7	A0A8B4R1E9;A0R1A2;I7FQJ7	A0A8B4R1E9_MYCSM;A0R1A2_MYCS2;I7FQJ7_MYCS2	MSMEG_4679;MSMEI_4561;NCTC7017_04272	Mycobacterium membrane protein	17242.4	21283.4	19647.5
A0A8B4R1F9;A0R2R8;I7FRT4	A0A2U9PWB6;A0A8B4R1F9;A0R2R8;I7FRT4	A0A8B4R1F9_MYCSM;A0R2R8_MYCS2;I7FRT4_MYCS2	MSMEG_5211;MSMEI_5074;dgdA_2	Aminotransferase class-III	195920	200733	192834
A0A8B4R1I0;I7G7R7	A0A2U9PWW5;A0A8B4R1I0;I7G7R7	A0A8B4R1I0_MYCSM;I7G7R7_MYCS2	galU	UTP--glucose-1-phosphate uridylyltransferase	136219	143353	148803
